Campaign Name,Merchant Number,Parent Name,city_id,Merchant Co-hort,Cuisine Type,promotion_type,min_basket_size,Promotion Duration (days),before_Completed Trips ,during_Completed Trips ,before_average_basket_size,during_average_basket_size,before_gross_bookings,during_gross_bookings,before_new_customer,during_new_customer,before_menu_session,during_menu_session,n_redemption,average_promotion_value_usd,Promo costs_usd,before_First Trips Eater,during_First Trips Eater,before_unique_eater,during_unique_eater
SMB Multiple Brand,379,N/A,94,SMB,Beverage,BOGO,0,14,138,209,9.1,12.7,1264.1,2643.2,81,123,965,1758,113,2.07,233.81,0,0,54,196
SMB Multiple Brand,380,N/A,965,SMB,Taiwanese,BOGO,0,14,321,332,7.6,8.0,2451.7,2643.2,178,150,2468,2844,113,2.36,266.81,0,3,152,297
SMB Multiple Brand,381,N/A,1944,SMB,Taiwanese,BOGO,0,14,212,285,9.8,9.2,2067.9,2630.0,134,145,1689,2100,155,3.33,516.14,0,0,96,238
SMB Multiple Brand,382,N/A,1854,SMB,Taiwanese,BOGO,0,14,112,321,7.9,8.2,882.3,2626.7,75,185,533,1682,338,3.51,1187.70,0,3,49,294
SMB Multiple Brand,383,N/A,94,SMB,Taiwanese,BOGO,0,14,263,355,9.4,7.4,2461.5,2607.3,150,115,2076,2372,218,2.86,623.61,0,0,110,252
SMB Multiple Brand,384,N/A,1944,SMB,Taiwanese,BOGO,0,14,212,292,9.5,8.9,2005.9,2602.5,103,153,860,1560,147,0.59,87.28,2,3,102,280
SMB Multiple Brand,385,N/A,94,SMB,Taiwanese,BOGO,0,14,137,295,7.4,8.8,1016.9,2594.1,57,168,693,1772,200,3.20,639.54,0,3,53,246
SMB Multiple Brand,386,N/A,1077,SMB,Taiwanese,BOGO,0,14,189,310,7.3,8.4,1372.1,2589.5,79,130,935,1564,150,2.53,379.53,0,3,90,263
SMB Multiple Brand,387,N/A,94,SMB,Taiwanese,BOGO,0,14,148,217,10.4,11.9,1549.3,2585.2,97,143,1031,2416,80,1.69,135.48,2,0,68,196
SMB Multiple Brand,388,N/A,965,SMB,Taiwanese,BOGO,0,14,135,416,6.1,6.2,818.5,2570.8,66,165,1061,2628,248,2.09,519.41,0,0,55,333
SMB Multiple Brand,389,N/A,965,SMB,Taiwanese,BOGO,0,14,182,346,8.4,7.4,1524.6,2559.4,64,125,864,2238,125,2.35,293.85,2,0,96,330
SMB Multiple Brand,390,N/A,94,SMB,Taiwanese,BOGO,0,14,208,340,7.4,7.5,1530.8,2554.8,117,173,1278,2080,140,1.84,258.17,0,3,85,280
SMB Multiple Brand,391,N/A,94,SMB,Dessert,BOGO,0,14,221,284,8.9,8.9,1973.3,2545.6,183,175,2466,3248,65,2.15,140.01,0,3,103,241
SMB Multiple Brand,392,N/A,1077,SMB,Taiwanese,BOGO,0,14,292,276,9.0,9.2,2615.9,2532.1,205,188,1983,1984,230,3.59,826.74,0,9,134,246
SMB Multiple Brand,393,N/A,94,SMB,Taiwanese,BOGO,0,14,123,281,7.7,8.9,944.2,2509.2,37,113,551,1658,140,2.19,306.44,0,0,46,221
SMB Multiple Brand,394,N/A,1854,SMB,Breakfast,BOGO,0,14,66,252,8.6,9.9,567.5,2504.5,42,155,681,2224,248,4.23,1048.74,0,0,25,221
SMB Multiple Brand,395,N/A,94,Enterprise,Dessert,BOGO,0,14,305,389,5.7,6.4,1739.8,2497.7,187,203,1694,3406,117,2.53,295.90,0,0,128,305
SMB Multiple Brand,396,N/A,1944,SMB,Taiwanese,BOGO,0,14,90,240,11.0,10.4,988.5,2497.5,53,130,797,1792,248,2.88,713.98,0,0,43,224
SMB Multiple Brand,397,N/A,1139,SMB,Taiwanese,BOGO,0,14,70,195,11.4,12.8,791.3,2488.1,53,153,455,1528,203,3.14,637.46,0,0,37,196
SMB Multiple Brand,398,N/A,94,SMB,Taiwanese,BOGO,0,14,161,259,10.5,9.6,1694.4,2486.7,81,103,2438,3506,200,3.08,616.67,0,0,72,213
SMB Multiple Brand,399,N/A,1944,SMB,Taiwanese,BOGO,0,14,254,343,5.4,7.1,1378.6,2430.2,121,150,1361,2856,140,2.52,353.41,0,0,113,311
SMB Multiple Brand,400,N/A,94,SMB,Taiwanese,BOGO,0,14,205,290,8.1,8.3,1665.0,2415.0,77,128,1019,1502,80,1.92,153.80,2,0,92,246
SMB Multiple Brand,401,N/A,94,SMB,Taiwanese,BOGO,0,14,137,278,9.1,8.7,1246.8,2404.9,68,170,1701,3988,95,1.94,184.17,0,3,68,258
SMB Multiple Brand,402,N/A,1854,SMB,Taiwanese,BOGO,0,14,277,287,7.8,8.4,2161.9,2402.9,106,103,1289,2170,90,5.08,457.13,0,3,108,241
SMB Multiple Brand,403,N/A,94,SMB,Taiwanese,BOGO,0,14,288,330,6.9,7.3,1996.2,2397.3,178,175,1652,2448,38,2.17,82.57,0,0,124,266
SMB Multiple Brand,404,N/A,94,SMB,Japanese,BOGO,0,14,81,227,9.9,10.5,802.3,2390.4,73,158,854,2692,120,1.82,218.17,0,0,41,196
SMB Multiple Brand,405,N/A,1077,SMB,Taiwanese,BOGO,0,14,164,269,8.7,8.8,1423.6,2383.1,150,178,1415,2464,125,1.86,232.72,0,3,85,241
SMB Multiple Brand,406,N/A,1077,SMB,Breakfast,BOGO,0,14,244,322,7.7,7.3,1876.9,2339.3,169,173,2315,2592,162,2.44,395.16,4,0,124,288
SMB Multiple Brand,407,N/A,94,SMB,Breakfast,BOGO,0,14,188,248,9.8,9.4,1838.8,2335.8,81,83,1076,1538,12,2.39,28.68,0,0,85,193
SMB Multiple Brand,408,N/A,1944,Enterprise,Taiwanese,BOGO,0,14,103,265,8.1,8.8,838.7,2321.4,66,185,459,1544,237,3.71,880.44,0,3,52,263
SMB Multiple Brand,409,N/A,965,SMB,Taiwanese,BOGO,0,14,222,248,8.5,9.3,1884.7,2321.0,172,188,2793,3440,113,2.23,252.27,0,0,103,232
SMB Multiple Brand,410,N/A,1944,SMB,Taiwanese,BOGO,0,14,133,306,8.3,7.5,1102.2,2299.5,68,180,845,2674,222,2.98,661.52,2,3,64,286
SMB Multiple Brand,411,N/A,94,SMB,Taiwanese,BOGO,0,14,144,247,8.6,9.3,1235.4,2297.4,101,133,1097,1692,87,2.04,177.29,0,0,67,216
SMB Multiple Brand,412,N/A,94,SMB,Taiwanese,BOGO,0,14,186,282,9.4,8.2,1746.4,2297.0,103,135,1769,2706,245,3.54,866.17,0,6,86,258
SMB Multiple Brand,413,N/A,94,SMB,Taiwanese,BOGO,0,14,248,242,9.5,9.5,2360.9,2294.7,176,133,1529,2016,53,4.61,244.54,0,0,110,171
SMB Multiple Brand,414,N/A,94,SMB,Taiwanese,BOGO,0,14,142,317,7.7,7.2,1102.4,2290.7,84,165,1391,2226,180,1.80,323.18,2,3,72,291
SMB Multiple Brand,415,N/A,94,SMB,Taiwanese,BOGO,0,14,196,320,8.6,7.0,1696.9,2241.3,117,150,869,1420,255,2.29,583.94,2,3,83,238
SMB Multiple Brand,416,N/A,1077,SMB,Taiwanese,BOGO,0,14,146,254,7.5,8.8,1093.6,2226.3,62,123,716,2040,173,2.49,431.45,4,0,60,210
SMB Multiple Brand,417,N/A,965,SMB,Taiwanese,BOGO,0,14,111,283,7.4,7.9,822.8,2220.8,77,198,1544,3008,260,2.49,648.12,0,0,54,277
SMB Multiple Brand,418,N/A,94,SMB,Breakfast,BOGO,0,14,239,323,7.0,6.9,1671.2,2219.0,167,168,1334,1772,30,1.62,48.48,0,0,107,266
SMB Multiple Brand,419,N/A,1944,SMB,Breakfast,BOGO,0,14,133,285,8.0,7.8,1058.5,2212.7,92,165,770,1670,155,1.14,176.45,0,0,61,227
SMB Multiple Brand,420,N/A,94,SMB,Taiwanese,BOGO,0,14,134,267,8.0,8.2,1068.9,2196.9,88,155,759,2408,125,1.71,214.33,0,3,64,241
SMB Multiple Brand,421,N/A,1854,SMB,Taiwanese,BOGO,0,14,181,235,8.6,9.3,1565.9,2189.8,119,153,1998,1962,185,1.66,307.72,0,3,83,210
SMB Multiple Brand,422,N/A,1944,SMB,Taiwanese,BOGO,0,14,133,242,8.5,9.0,1128.6,2188.9,101,168,893,2528,158,2.21,348.50,0,0,66,235
SMB Multiple Brand,423,N/A,1944,SMB,Taiwanese,BOGO,0,14,263,228,9.4,9.5,2472.6,2169.5,123,65,984,1104,65,2.30,149.54,0,0,115,174
SMB Multiple Brand,424,N/A,965,SMB,Japanese,BOGO,0,14,120,222,10.0,9.7,1204.1,2163.6,92,143,2012,3706,218,2.95,642.48,0,3,60,221
SMB Multiple Brand,425,N/A,965,SMB,Taiwanese,BOGO,0,14,244,241,9.1,8.9,2223.5,2148.3,207,158,1506,2118,80,1.79,143.52,4,6,127,230
SMB Multiple Brand,426,N/A,1854,SMB,Taiwanese,BOGO,0,14,142,214,8.4,10.0,1191.0,2146.7,95,135,1052,2058,200,3.08,616.27,0,3,73,210
SMB Multiple Brand,427,N/A,965,SMB,Taiwanese,BOGO,0,14,131,252,6.8,8.5,893.8,2129.4,55,150,815,1340,102,2.47,252.36,0,0,61,207
SMB Multiple Brand,428,N/A,1854,SMB,Taiwanese,BOGO,0,14,226,252,7.2,8.4,1638.3,2127.6,202,150,1224,1582,45,2.69,121.10,0,3,120,232
SMB Multiple Brand,429,N/A,94,SMB,Breakfast,BOGO,0,14,179,239,10.4,8.8,1858.4,2109.1,108,150,1436,2282,188,2.63,494.39,0,3,82,210
SMB Multiple Brand,430,N/A,1854,SMB,Breakfast,BOGO,0,14,130,222,8.1,9.4,1051.1,2091.9,33,83,636,1340,177,3.13,553.89,0,0,50,193
SMB Multiple Brand,431,N/A,1944,SMB,Beverage,BOGO,0,14,160,316,6.9,6.6,1099.8,2087.1,95,208,1113,1886,173,2.84,492.18,0,0,74,280
SMB Multiple Brand,432,N/A,94,SMB,Taiwanese,BOGO,0,14,182,263,8.3,7.9,1515.5,2073.8,114,158,1709,2700,255,2.50,638.50,0,0,84,227
SMB Multiple Brand,433,N/A,1854,SMB,Indian food,BOGO,0,14,126,217,8.5,9.5,1067.4,2069.0,77,108,921,2000,65,2.16,140.09,0,0,64,188
SMB Multiple Brand,434,N/A,1139,SMB,Beverage,BOGO,0,14,336,303,7.4,6.8,2487.4,2068.4,211,180,1130,1262,57,2.50,142.49,0,0,145,274
SMB Multiple Brand,435,N/A,94,SMB,Taiwanese,BOGO,0,14,126,306,5.7,6.7,720.8,2050.5,70,168,956,2080,162,2.07,334.84,0,3,59,274
SMB Multiple Brand,436,N/A,965,SMB,Taiwanese,BOGO,0,14,140,292,6.7,6.9,939.4,2026.8,84,168,914,1768,222,2.74,608.01,0,0,65,252
SMB Multiple Brand,437,N/A,94,SMB,Taiwanese,BOGO,0,14,181,229,9.3,8.8,1686.7,2011.2,112,108,1587,1772,125,1.50,188.09,0,0,79,185
SMB Multiple Brand,438,N/A,1139,SMB,Taiwanese,BOGO,0,14,88,204,8.4,9.8,745.9,1991.8,53,140,893,2308,170,1.90,323.51,0,0,44,193
SMB Multiple Brand,439,N/A,2090,SMB,Taiwanese,BOGO,0,14,195,231,9.7,8.6,1889.9,1976.6,141,123,821,1252,180,1.87,337.39,4,3,100,216
SMB Multiple Brand,440,N/A,965,SMB,Taiwanese,BOGO,0,14,117,157,13.8,12.6,1604.9,1976.6,108,108,1232,2048,132,2.80,369.63,0,0,65,151
SMB Multiple Brand,441,N/A,94,SMB,Taiwanese,BOGO,0,14,147,216,9.6,9.1,1411.0,1970.2,73,85,1074,1634,53,1.40,74.04,0,0,70,174
SMB Multiple Brand,442,N/A,94,SMB,Taiwanese,BOGO,0,14,74,253,8.8,7.8,645.4,1960.9,51,130,356,1058,252,3.07,773.40,0,0,35,193
SMB Multiple Brand,443,N/A,965,SMB,Taiwanese,BOGO,0,14,216,254,7.9,7.7,1704.1,1960.0,121,100,1094,1298,143,2.59,371.05,2,3,91,193
SMB Multiple Brand,444,N/A,1077,SMB,Taiwanese,BOGO,0,14,189,259,7.8,7.5,1476.0,1942.8,92,103,969,1312,140,2.14,299.01,2,15,83,193
SMB Multiple Brand,445,N/A,2091,SMB,Taiwanese,BOGO,0,14,179,311,5.8,6.2,1035.0,1916.7,90,173,666,1606,165,2.53,417.46,0,3,70,246
SMB Multiple Brand,446,N/A,1944,SMB,Chinese,BOGO,0,14,100,196,8.8,9.7,878.3,1911.7,70,110,1194,1680,45,4.48,201.81,0,0,55,185
SMB Multiple Brand,447,N/A,94,SMB,Taiwanese,BOGO,0,14,99,154,14.0,12.4,1388.7,1908.6,86,118,882,1834,83,3.54,294.02,0,0,48,146
SMB Multiple Brand,448,N/A,1854,SMB,Taiwanese,BOGO,0,14,188,242,8.0,7.9,1504.1,1907.9,125,140,944,1198,12,2.75,33.01,0,9,97,224
SMB Multiple Brand,449,N/A,1077,SMB,Breakfast,BOGO,0,14,197,268,6.4,7.1,1259.7,1899.5,101,148,1338,2448,50,2.44,122.16,0,0,92,249
SMB Multiple Brand,450,N/A,1139,SMB,Breakfast,BOGO,0,14,175,220,8.7,8.6,1521.2,1886.9,64,93,1068,2124,95,2.16,204.73,0,0,61,176
SMB Multiple Brand,451,N/A,965,SMB,Dessert,BOGO,0,14,174,217,6.3,8.7,1096.9,1880.5,106,105,1625,2266,95,3.38,320.63,0,6,84,204
SMB Multiple Brand,452,N/A,1077,SMB,Taiwanese,BOGO,0,14,168,219,9.4,8.5,1584.9,1867.9,143,175,1256,2276,72,2.15,155.13,2,12,79,204
SMB Multiple Brand,453,N/A,94,SMB,Taiwanese,BOGO,0,14,103,167,9.5,11.1,981.0,1861.8,64,93,587,1178,117,2.27,265.16,0,3,48,154
SMB Multiple Brand,454,N/A,965,SMB,Taiwanese,BOGO,0,14,184,180,9.2,10.3,1690.8,1853.7,90,83,1227,1580,65,4.92,319.53,2,3,82,146
SMB Multiple Brand,455,N/A,1854,SMB,Taiwanese,BOGO,0,14,217,217,7.6,8.5,1647.4,1839.4,108,113,1550,1650,80,1.90,151.90,0,3,98,190
SMB Multiple Brand,456,N/A,1944,SMB,Taiwanese,BOGO,0,14,175,202,8.7,9.1,1519.2,1835.2,79,80,941,1530,35,2.00,69.83,0,0,67,137
SMB Multiple Brand,457,N/A,1944,SMB,Taiwanese,BOGO,0,14,246,200,8.8,9.2,2155.8,1834.4,196,123,3476,3832,65,2.83,183.94,0,0,121,185
SMB Multiple Brand,458,N/A,965,Mid-Market,Dessert,BOGO,0,14,281,277,6.8,6.5,1911.3,1803.5,176,145,1140,2092,65,1.90,123.61,0,3,133,230
SMB Multiple Brand,459,N/A,2091,SMB,Beverage,BOGO,0,14,134,244,9.3,7.3,1249.6,1782.0,81,165,707,1550,240,2.69,646.74,0,3,65,238
SMB Multiple Brand,460,N/A,1077,SMB,Taiwanese,BOGO,0,14,164,169,9.8,10.4,1604.8,1763.4,103,93,822,908,12,1.61,19.38,0,0,82,157
SMB Multiple Brand,461,N/A,1077,SMB,Breakfast,BOGO,0,14,118,221,6.8,8.0,796.9,1760.2,79,123,812,1444,113,2.38,269.26,0,0,55,176
SMB Multiple Brand,462,N/A,94,Enterprise,Taiwanese,BOGO,0,14,116,147,9.6,11.9,1116.4,1744.7,77,83,941,2110,65,1.90,123.61,0,0,58,132
SMB Multiple Brand,463,N/A,94,SMB,Taiwanese,BOGO,0,14,108,213,7.4,8.2,800.3,1743.4,88,115,1118,2120,135,1.75,236.35,0,3,53,190
SMB Multiple Brand,464,N/A,94,SMB,Taiwanese,BOGO,0,14,238,240,7.4,7.1,1763.6,1704.1,143,113,1161,1622,45,2.30,103.59,0,0,96,190
SMB Multiple Brand,465,N/A,1854,SMB,Beverage,BOGO,0,14,204,229,7.5,7.4,1526.4,1703.9,57,73,1103,2914,83,1.69,140.26,0,0,92,190
SMB Multiple Brand,466,N/A,965,SMB,Beverage,BOGO,0,14,143,200,8.8,8.4,1260.7,1693.4,81,83,1019,1216,72,4.05,291.46,0,3,66,171
SMB Multiple Brand,467,N/A,1077,SMB,Taiwanese,BOGO,0,14,192,146,13.1,11.6,2520.4,1691.8,106,65,2187,2382,83,1.62,134.13,0,3,90,140
SMB Multiple Brand,468,N/A,94,SMB,Taiwanese,BOGO,0,14,178,163,9.8,10.3,1737.8,1682.1,68,50,854,1082,35,0.72,25.14,2,0,89,154
SMB Multiple Brand,469,N/A,1077,SMB,Taiwanese,BOGO,0,14,124,196,8.8,8.6,1086.8,1677.4,117,128,827,1448,240,4.09,980.49,2,0,70,190
SMB Multiple Brand,470,N/A,1854,SMB,Breakfast,BOGO,0,14,209,253,6.3,6.6,1312.0,1667.1,114,155,1310,1610,125,2.10,261.94,0,0,92,235
SMB Multiple Brand,471,N/A,965,SMB,Taiwanese,BOGO,0,14,106,233,6.4,7.1,682.3,1663.2,53,115,671,1552,65,2.95,192.05,2,0,43,168
SMB Multiple Brand,472,N/A,94,SMB,Beverage,BOGO,0,14,156,167,8.4,9.9,1309.6,1660.6,68,55,1709,2410,65,4.20,273.27,0,0,68,118
SMB Multiple Brand,473,N/A,1077,SMB,Taiwanese,BOGO,0,14,151,219,7.1,7.6,1079.7,1659.3,108,130,1535,2630,45,1.62,72.72,2,0,78,207
SMB Multiple Brand,474,N/A,94,SMB,Breakfast,BOGO,0,14,106,192,8.0,8.6,844.8,1655.6,55,90,989,1684,98,3.29,322.29,0,0,48,162
SMB Multiple Brand,475,N/A,94,SMB,Taiwanese,BOGO,0,14,179,184,8.0,9.0,1428.9,1655.5,110,103,1059,1708,135,3.05,411.56,2,0,84,171
SMB Multiple Brand,476,N/A,94,SMB,Taiwanese,BOGO,0,14,142,249,7.3,6.6,1029.5,1646.5,48,98,507,1210,162,0.98,159.03,2,0,61,202
SMB Multiple Brand,477,N/A,94,SMB,Breakfast,BOGO,0,14,133,196,7.3,8.4,972.2,1643.6,55,88,882,1642,95,1.68,159.71,0,0,56,165
SMB Multiple Brand,478,N/A,1139,SMB,Taiwanese,BOGO,0,14,92,183,7.5,9.0,693.1,1642.0,70,105,732,1390,125,2.28,285.62,0,0,44,168
SMB Multiple Brand,479,N/A,94,SMB,Taiwanese,BOGO,0,14,156,205,8.1,8.0,1269.5,1638.9,119,105,1887,2554,95,2.50,237.43,0,0,70,165
SMB Multiple Brand,480,N/A,1077,SMB,Taiwanese,BOGO,0,14,142,194,9.9,8.4,1406.1,1628.1,75,88,1601,2200,57,2.48,141.23,0,0,72,176
SMB Multiple Brand,481,N/A,965,SMB,Taiwanese,BOGO,0,14,66,163,8.6,9.9,566.7,1623.9,59,105,686,1800,128,2.54,325.14,0,0,38,165
SMB Multiple Brand,482,N/A,94,SMB,Taiwanese,BOGO,0,14,310,197,8.3,8.2,2584.5,1615.9,147,68,3140,2568,65,1.90,123.50,2,0,137,154
SMB Multiple Brand,483,N/A,1854,SMB,Taiwanese,BOGO,0,14,170,222,6.3,7.2,1075.8,1599.2,62,75,699,1260,98,1.55,151.61,0,3,77,182
SMB Multiple Brand,484,N/A,1077,SMB,Taiwanese,BOGO,0,14,104,156,11.5,10.2,1198.8,1594.8,64,90,1109,2440,60,2.51,150.87,0,0,55,146
SMB Multiple Brand,485,N/A,965,SMB,Breakfast,BOGO,0,14,278,236,6.7,6.7,1860.1,1594.0,97,88,1934,2410,125,1.67,208.18,2,3,119,199
SMB Multiple Brand,486,N/A,94,SMB,Taiwanese,BOGO,0,14,130,191,7.2,8.3,937.0,1590.5,59,103,744,1436,72,1.44,103.47,0,0,56,168
SMB Multiple Brand,487,N/A,94,SMB,Taiwanese,BOGO,0,14,199,211,8.4,7.5,1677.3,1589.3,123,108,1655,2210,45,3.59,161.75,0,3,101,179
SMB Multiple Brand,488,N/A,2091,SMB,Taiwanese,BOGO,0,14,58,185,10.3,8.6,595.3,1587.2,35,125,821,1220,170,2.44,414.66,0,3,31,176
SMB Multiple Brand,489,N/A,1077,SMB,Taiwanese,BOGO,0,14,76,182,7.7,8.7,582.5,1580.7,64,143,818,1734,225,3.88,873.90,2,9,38,202
SMB Multiple Brand,490,N/A,965,SMB,Taiwanese,BOGO,0,14,87,163,8.9,9.7,775.0,1578.8,68,115,840,1786,87,1.62,140.60,0,0,47,160
SMB Multiple Brand,491,N/A,1077,SMB,Taiwanese,BOGO,0,14,233,200,7.2,7.9,1687.7,1573.6,101,88,1254,1542,68,1.80,122.17,2,6,108,179
SMB Multiple Brand,492,N/A,965,SMB,Beverage,BOGO,0,14,214,252,6.7,6.2,1441.4,1572.9,108,115,867,2520,158,2.46,389.19,0,0,95,238
SMB Multiple Brand,493,N/A,94,SMB,Taiwanese,BOGO,0,14,89,159,8.7,9.9,779.7,1563.6,59,120,474,1668,117,2.19,256.28,0,0,42,154
SMB Multiple Brand,494,N/A,1077,SMB,Taiwanese,BOGO,0,14,181,234,6.0,6.7,1092.3,1557.9,95,113,1344,2078,72,1.70,122.52,0,0,90,210
SMB Multiple Brand,495,N/A,1854,SMB,Beverage,BOGO,0,14,205,201,7.8,7.7,1592.4,1552.1,145,110,1419,1868,110,2.68,294.75,0,0,90,168
SMB Multiple Brand,496,N/A,1139,SMB,Breakfast,BOGO,0,14,103,158,10.5,9.8,1074.3,1550.7,46,70,480,1246,65,1.90,123.52,0,0,40,123
SMB Multiple Brand,497,N/A,94,SMB,Taiwanese,BOGO,0,14,261,196,8.0,7.9,2091.8,1546.6,176,123,1709,1520,128,1.60,204.20,0,0,124,176
SMB Multiple Brand,498,N/A,965,SMB,Beverage,BOGO,0,14,134,198,8.0,7.8,1070.1,1541.3,57,78,831,1072,147,3.53,518.25,0,0,64,176
SMB Multiple Brand,499,N/A,1944,SMB,Breakfast,BOGO,0,14,225,231,7.6,6.6,1713.4,1538.7,189,163,1239,1200,207,1.55,321.15,0,0,115,232
SMB Multiple Brand,500,N/A,94,SMB,Taiwanese,BOGO,0,14,170,153,8.2,9.9,1390.4,1509.6,101,78,1058,2014,83,2.20,182.93,0,0,74,129
SMB Multiple Brand,501,N/A,94,SMB,Beverage,BOGO,0,14,174,153,9.7,9.9,1687.0,1503.4,95,50,2039,1866,83,2.97,246.59,0,3,71,109
SMB Multiple Brand,502,N/A,94,SMB,Beverage,BOGO,0,14,143,187,8.6,8.0,1223.6,1501.1,86,108,1016,2292,128,2.73,349.64,0,0,65,165
SMB Multiple Brand,503,N/A,94,SMB,Taiwanese,BOGO,0,14,54,155,7.2,9.6,390.5,1491.9,51,110,638,1226,185,3.31,612.19,0,3,28,151
SMB Multiple Brand,504,N/A,1077,SMB,Taiwanese,BOGO,0,14,114,226,5.2,6.6,594.1,1485.9,73,130,443,1370,203,2.53,513.20,0,0,52,213
SMB Multiple Brand,505,N/A,94,SMB,Taiwanese,BOGO,0,14,182,179,8.2,8.3,1496.1,1478.0,139,105,1403,1940,83,0.94,77.91,0,3,92,157
SMB Multiple Brand,506,N/A,1854,SMB,Breakfast,BOGO,0,14,166,215,6.6,6.9,1102.3,1476.8,84,100,666,1206,98,1.87,182.83,0,0,80,202
SMB Multiple Brand,507,N/A,1944,SMB,Taiwanese,BOGO,0,14,51,162,8.4,9.1,430.0,1470.9,29,98,438,1388,158,2.73,431.08,0,0,26,160
SMB Multiple Brand,508,N/A,1077,SMB,Dessert,BOGO,0,14,91,208,7.3,7.0,664.2,1461.6,53,118,348,1092,180,2.32,418.30,0,0,37,188
SMB Multiple Brand,509,N/A,94,SMB,Taiwanese,BOGO,0,14,133,185,7.7,7.9,1017.4,1460.4,77,130,1022,2062,27,2.87,77.50,0,0,62,176
SMB Multiple Brand,510,N/A,1854,SMB,Taiwanese,BOGO,0,14,145,195,7.0,7.5,1021.0,1456.1,108,123,1538,2206,120,1.87,224.23,0,3,68,185
SMB Multiple Brand,511,N/A,94,SMB,Taiwanese,BOGO,0,14,114,129,8.7,11.3,989.4,1449.5,59,75,675,1242,113,4.08,461.01,0,6,55,126
SMB Multiple Brand,512,N/A,1139,SMB,Taiwanese,BOGO,0,14,66,134,8.3,10.8,553.0,1446.0,22,70,608,1532,102,2.56,261.14,0,0,29,120
SMB Multiple Brand,513,N/A,965,SMB,Taiwanese,BOGO,0,14,123,169,7.8,8.5,954.2,1441.5,73,108,1317,1560,83,2.15,178.86,0,0,60,160
SMB Multiple Brand,514,N/A,1854,SMB,Taiwanese,BOGO,0,14,178,228,6.3,6.3,1113.2,1437.9,84,125,821,1128,155,1.73,268.15,0,9,84,216
SMB Multiple Brand,515,N/A,965,Enterprise,Taiwanese,BOGO,0,14,47,135,9.5,10.6,443.5,1432.6,51,88,413,1230,140,3.14,439.89,0,0,23,126
SMB Multiple Brand,516,N/A,965,SMB,Taiwanese,BOGO,0,14,192,167,7.8,8.5,1493.0,1430.7,81,58,1053,2096,15,4.27,64.10,0,0,77,154
SMB Multiple Brand,517,N/A,94,Enterprise,Dessert,BOGO,0,14,94,186,6.5,7.7,606.8,1424.9,48,110,602,1980,87,3.41,296.45,0,0,40,165
SMB Multiple Brand,518,N/A,94,SMB,Taiwanese,BOGO,0,14,114,174,7.7,8.2,869.6,1422.0,62,103,1317,2334,128,2.56,327.12,0,0,41,140
SMB Multiple Brand,519,N/A,1077,SMB,Taiwanese,BOGO,0,14,123,191,7.0,7.4,864.1,1421.1,75,125,1214,2432,23,2.15,49.54,4,3,62,179
SMB Multiple Brand,520,N/A,94,SMB,Taiwanese,BOGO,0,14,57,163,7.5,8.7,430.2,1420.0,26,78,587,1758,38,1.98,75.11,0,0,24,140
SMB Multiple Brand,521,N/A,94,SMB,Beverage,BOGO,0,14,100,162,8.5,8.7,853.8,1401.1,62,80,596,1484,158,3.29,519.48,0,0,40,140
SMB Multiple Brand,522,N/A,965,SMB,Beverage,BOGO,0,14,112,180,6.6,7.7,743.1,1391.7,57,83,1277,2228,53,2.67,141.39,0,3,44,148
SMB Multiple Brand,523,N/A,965,SMB,Taiwanese,BOGO,0,14,208,164,8.1,8.4,1689.4,1386.2,134,85,1370,1056,72,1.79,129.24,2,0,106,157
SMB Multiple Brand,524,N/A,94,SMB,Breakfast,BOGO,0,14,113,156,7.9,8.9,894.4,1383.5,59,68,1116,2076,90,2.04,183.88,0,0,48,129
SMB Multiple Brand,525,N/A,965,SMB,Taiwanese,BOGO,0,14,176,164,9.0,8.4,1579.7,1379.5,128,95,1467,2076,45,1.62,72.70,0,0,82,160
SMB Multiple Brand,526,N/A,965,SMB,Breakfast,BOGO,0,14,109,163,9.8,8.4,1066.2,1371.3,90,128,819,1352,135,3.66,494.04,0,0,55,154
SMB Multiple Brand,527,N/A,1944,SMB,Breakfast,BOGO,0,14,88,179,7.3,7.6,639.6,1364.0,44,90,654,1214,102,1.86,189.87,2,6,40,154
SMB Multiple Brand,528,N/A,965,SMB,Taiwanese,BOGO,0,14,130,172,7.9,7.9,1027.3,1358.7,103,103,846,1566,65,1.81,117.35,0,0,65,154
SMB Multiple Brand,529,N/A,965,SMB,Taiwanese,BOGO,0,14,91,138,8.9,9.8,807.2,1358.4,59,93,1295,2484,75,1.86,139.44,0,0,47,120
SMB Multiple Brand,530,N/A,94,SMB,Taiwanese,BOGO,0,14,59,141,9.4,9.5,551.0,1345.5,44,78,1110,2130,57,4.13,235.49,0,0,29,123
SMB Multiple Brand,531,N/A,94,SMB,Taiwanese,BOGO,0,14,74,155,9.2,8.6,679.7,1339.1,37,93,338,1828,50,1.62,80.88,2,0,32,132
SMB Multiple Brand,532,N/A,1854,Enterprise,Beverage,BOGO,0,14,153,162,9.3,8.3,1414.4,1338.0,66,60,1095,1518,57,2.25,128.32,0,0,68,126
SMB Multiple Brand,533,N/A,965,Enterprise,Taiwanese,BOGO,0,14,84,141,6.4,9.5,539.5,1337.0,29,53,822,1758,110,3.51,386.20,0,0,32,123
SMB Multiple Brand,534,N/A,94,SMB,Taiwanese,BOGO,0,14,100,98,12.7,13.6,1264.4,1335.6,81,68,2087,1962,53,2.41,127.82,0,0,44,90
